"cid","site","nARTR","nNonARTR","nARTRgt25","nNonARTRgt25","nShrubs","val","ucid"
712,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_712"
713,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_713"
714,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_714"
715,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_715"
716,"LowerDryCreek",0,1,0,0,1,0,"LowerDryCreek_716"
717,"LowerDryCreek",0,3,0,0,3,1,"LowerDryCreek_717"
718,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_718"
725,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_725"
726,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_726"
727,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_727"
728,"LowerDryCreek",0,6,0,0,6,1,"LowerDryCreek_728"
729,"LowerDryCreek",0,2,0,0,2,0,"LowerDryCreek_729"
730,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_730"
731,"LowerDryCreek",2,0,2,0,2,0,"LowerDryCreek_731"
732,"LowerDryCreek",17,0,17,0,17,1,"LowerDryCreek_732"
733,"LowerDryCreek",10,1,7,0,11,0,"LowerDryCreek_733"
734,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_734"
735,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_735"
736,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_736"
737,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_737"
738,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_738"
739,"LowerDryCreek",4,0,4,0,4,0,"LowerDryCreek_739"
740,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_740"
741,"LowerDryCreek",6,0,6,0,6,0,"LowerDryCreek_741"
742,"LowerDryCreek",10,1,9,0,11,1,"LowerDryCreek_742"
743,"LowerDryCreek",8,0,8,0,8,0,"LowerDryCreek_743"
744,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_744"
745,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_745"
746,"LowerDryCreek",1,1,1,0,2,1,"LowerDryCreek_746"
747,"LowerDryCreek",1,1,1,0,2,0,"LowerDryCreek_747"
748,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_748"
749,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_749"
750,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_750"
751,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_751"
752,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_752"
753,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_753"
754,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_754"
755,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_755"
756,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_756"
757,"LowerDryCreek",0,5,0,1,5,0,"LowerDryCreek_757"
758,"LowerDryCreek",3,1,3,1,4,0,"LowerDryCreek_758"
765,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_765"
766,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_766"
767,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_767"
768,"LowerDryCreek",2,6,2,0,8,0,"LowerDryCreek_768"
769,"LowerDryCreek",3,2,3,0,5,0,"LowerDryCreek_769"
770,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_770"
771,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_771"
772,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_772"
773,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_773"
774,"LowerDryCreek",1,1,1,0,2,0,"LowerDryCreek_774"
775,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_775"
776,"LowerDryCreek",4,0,4,0,4,0,"LowerDryCreek_776"
777,"LowerDryCreek",5,1,5,0,6,1,"LowerDryCreek_777"
778,"LowerDryCreek",0,3,0,0,3,0,"LowerDryCreek_778"
779,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_779"
780,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_780"
781,"LowerDryCreek",2,0,2,0,2,0,"LowerDryCreek_781"
782,"LowerDryCreek",6,0,6,0,6,0,"LowerDryCreek_782"
783,"LowerDryCreek",11,0,11,0,11,0,"LowerDryCreek_783"
784,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_784"
785,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_785"
786,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_786"
787,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_787"
788,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_788"
789,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_789"
790,"LowerDryCreek",0,1,0,1,1,0,"LowerDryCreek_790"
791,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_791"
792,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_792"
793,"LowerDryCreek",2,5,2,2,7,1,"LowerDryCreek_793"
794,"LowerDryCreek",1,3,1,1,4,0,"LowerDryCreek_794"
795,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_795"
796,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_796"
797,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_797"
798,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_798"
805,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_805"
806,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_806"
807,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_807"
808,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_808"
809,"LowerDryCreek",2,0,2,0,2,0,"LowerDryCreek_809"
810,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_810"
811,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_811"
812,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_812"
813,"LowerDryCreek",4,0,4,0,4,0,"LowerDryCreek_813"
814,"LowerDryCreek",3,3,3,0,6,1,"LowerDryCreek_814"
815,"LowerDryCreek",4,2,4,0,6,0,"LowerDryCreek_815"
816,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_816"
817,"LowerDryCreek",4,0,4,0,4,0,"LowerDryCreek_817"
818,"LowerDryCreek",3,1,3,0,4,0,"LowerDryCreek_818"
819,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_819"
820,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_820"
821,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_821"
822,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_822"
823,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_823"
824,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_824"
825,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_825"
826,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_826"
827,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_827"
828,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_828"
829,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_829"
830,"LowerDryCreek",0,1,0,0,1,1,"LowerDryCreek_830"
831,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_831"
832,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_832"
833,"LowerDryCreek",0,3,0,1,3,0,"LowerDryCreek_833"
834,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_834"
835,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_835"
836,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_836"
837,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_837"
838,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_838"
845,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_845"
846,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_846"
847,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_847"
848,"LowerDryCreek",6,0,6,0,6,0,"LowerDryCreek_848"
849,"LowerDryCreek",16,2,14,2,18,1,"LowerDryCreek_849"
850,"LowerDryCreek",3,0,3,0,3,0,"LowerDryCreek_850"
851,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_851"
852,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_852"
853,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_853"
854,"LowerDryCreek",5,0,5,0,5,0,"LowerDryCreek_854"
855,"LowerDryCreek",4,0,4,0,4,0,"LowerDryCreek_855"
856,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_856"
857,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_857"
858,"LowerDryCreek",6,0,6,0,6,0,"LowerDryCreek_858"
859,"LowerDryCreek",3,1,3,0,4,1,"LowerDryCreek_859"
860,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_860"
861,"LowerDryCreek",1,1,1,0,2,0,"LowerDryCreek_861"
862,"LowerDryCreek",1,2,1,1,3,1,"LowerDryCreek_862"
863,"LowerDryCreek",2,1,1,0,3,0,"LowerDryCreek_863"
864,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_864"
865,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_865"
866,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_866"
867,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_867"
868,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_868"
869,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_869"
870,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_870"
871,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_871"
872,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_872"
873,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_873"
874,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_874"
875,"LowerDryCreek",0,0,0,0,0,1,"LowerDryCreek_875"
876,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_876"
877,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_877"
878,"LowerDryCreek",0,0,0,0,0,1,"LowerDryCreek_878"
885,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_885"
886,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_886"
887,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_887"
888,"LowerDryCreek",3,0,3,0,3,0,"LowerDryCreek_888"
889,"LowerDryCreek",10,1,10,0,11,0,"LowerDryCreek_889"
890,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_890"
891,"LowerDryCreek",4,0,4,0,4,0,"LowerDryCreek_891"
892,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_892"
893,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_893"
894,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_894"
895,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_895"
896,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_896"
897,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_897"
898,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_898"
899,"LowerDryCreek",2,0,2,0,2,0,"LowerDryCreek_899"
900,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_900"
901,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_901"
902,"LowerDryCreek",1,1,1,1,2,0,"LowerDryCreek_902"
903,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_903"
904,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_904"
905,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_905"
906,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_906"
907,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_907"
908,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_908"
909,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_909"
910,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_910"
911,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_911"
912,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_912"
913,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_913"
914,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_914"
915,"LowerDryCreek",0,1,0,0,1,0,"LowerDryCreek_915"
916,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_916"
917,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_917"
918,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_918"
925,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_925"
926,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_926"
927,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_927"
928,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_928"
929,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_929"
930,"LowerDryCreek",5,0,5,0,5,0,"LowerDryCreek_930"
931,"LowerDryCreek",16,0,15,0,16,1,"LowerDryCreek_931"
932,"LowerDryCreek",5,0,5,0,5,0,"LowerDryCreek_932"
933,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_933"
934,"LowerDryCreek",5,0,5,0,5,0,"LowerDryCreek_934"
935,"LowerDryCreek",8,3,8,1,11,1,"LowerDryCreek_935"
936,"LowerDryCreek",5,0,5,0,5,0,"LowerDryCreek_936"
937,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_937"
938,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_938"
939,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_939"
940,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_940"
941,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_941"
942,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_942"
943,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_943"
944,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_944"
945,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_945"
946,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_946"
947,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_947"
948,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_948"
949,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_949"
950,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_950"
951,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_951"
952,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_952"
953,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_953"
954,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_954"
955,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_955"
956,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_956"
957,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_957"
958,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_958"
965,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_965"
966,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_966"
967,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_967"
968,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_968"
969,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_969"
970,"LowerDryCreek",2,0,2,0,2,0,"LowerDryCreek_970"
971,"LowerDryCreek",3,0,3,0,3,0,"LowerDryCreek_971"
972,"LowerDryCreek",1,0,1,0,1,0,"LowerDryCreek_972"
973,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_973"
974,"LowerDryCreek",2,1,2,0,3,0,"LowerDryCreek_974"
975,"LowerDryCreek",9,0,9,0,9,0,"LowerDryCreek_975"
976,"LowerDryCreek",4,0,4,0,4,0,"LowerDryCreek_976"
977,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_977"
978,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_978"
979,"LowerDryCreek",6,0,6,0,6,1,"LowerDryCreek_979"
980,"LowerDryCreek",3,0,3,0,3,0,"LowerDryCreek_980"
981,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_981"
982,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_982"
983,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_983"
984,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_984"
985,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_985"
986,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_986"
987,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_987"
988,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_988"
989,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_989"
990,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_990"
991,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_991"
992,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_992"
993,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_993"
994,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_994"
995,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_995"
996,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_996"
997,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_997"
998,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_998"
1005,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1005"
1006,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1006"
1007,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1007"
1008,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1008"
1009,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1009"
1010,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1010"
1011,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1011"
1012,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1012"
1013,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1013"
1014,"LowerDryCreek",2,0,2,0,2,0,"LowerDryCreek_1014"
1015,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1015"
1016,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1016"
1017,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1017"
1018,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1018"
1019,"LowerDryCreek",4,0,4,0,4,0,"LowerDryCreek_1019"
1020,"LowerDryCreek",2,0,2,0,2,0,"LowerDryCreek_1020"
1021,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1021"
1022,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1022"
1023,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1023"
1024,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1024"
1025,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1025"
1026,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1026"
1027,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1027"
1028,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1028"
1029,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1029"
1030,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1030"
1031,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1031"
1032,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1032"
1033,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1033"
1034,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1034"
1035,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1035"
1036,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1036"
1037,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1037"
1038,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1038"
1045,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1045"
1046,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1046"
1047,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1047"
1048,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1048"
1049,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1049"
1050,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1050"
1051,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1051"
1052,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1052"
1053,"LowerDryCreek",5,0,5,0,5,0,"LowerDryCreek_1053"
1054,"LowerDryCreek",11,0,11,0,11,1,"LowerDryCreek_1054"
1055,"LowerDryCreek",3,0,3,0,3,0,"LowerDryCreek_1055"
1056,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1056"
1057,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1057"
1058,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1058"
1059,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1059"
1060,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1060"
1061,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1061"
1062,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1062"
1063,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1063"
1064,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1064"
1065,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1065"
1066,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1066"
1067,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1067"
1068,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1068"
1069,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1069"
1070,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1070"
1071,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1071"
1072,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1072"
1073,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1073"
1074,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1074"
1075,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1075"
1076,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1076"
1077,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1077"
1078,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1078"
1085,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1085"
1086,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1086"
1087,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1087"
1088,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1088"
1089,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1089"
1090,"LowerDryCreek",7,1,7,0,8,0,"LowerDryCreek_1090"
1091,"LowerDryCreek",23,2,13,1,25,1,"LowerDryCreek_1091"
1092,"LowerDryCreek",4,0,4,0,4,0,"LowerDryCreek_1092"
1093,"LowerDryCreek",4,0,4,0,4,0,"LowerDryCreek_1093"
1094,"LowerDryCreek",5,1,3,0,6,0,"LowerDryCreek_1094"
1095,"LowerDryCreek",3,3,3,0,6,0,"LowerDryCreek_1095"
1096,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1096"
1097,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1097"
1098,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1098"
1099,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1099"
1100,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1100"
1101,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1101"
1102,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1102"
1103,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1103"
1104,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1104"
1105,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1105"
1106,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1106"
1107,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1107"
1108,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1108"
1109,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1109"
1110,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1110"
1111,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1111"
1112,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1112"
1113,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1113"
1114,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1114"
1115,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1115"
1116,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1116"
1117,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1117"
1118,"LowerDryCreek",0,0,0,0,0,0,"LowerDryCreek_1118"
1,"NorthHam",0,0,0,0,0,0,"NorthHam_1"
2,"NorthHam",0,0,0,0,0,1,"NorthHam_2"
3,"NorthHam",0,0,0,0,0,0,"NorthHam_3"
4,"NorthHam",0,0,0,0,0,0,"NorthHam_4"
5,"NorthHam",0,0,0,0,0,0,"NorthHam_5"
6,"NorthHam",0,0,0,0,0,1,"NorthHam_6"
7,"NorthHam",0,0,0,0,0,0,"NorthHam_7"
8,"NorthHam",0,0,0,0,0,0,"NorthHam_8"
9,"NorthHam",0,0,0,0,0,0,"NorthHam_9"
10,"NorthHam",0,0,0,0,0,0,"NorthHam_10"
11,"NorthHam",0,0,0,0,0,0,"NorthHam_11"
12,"NorthHam",0,0,0,0,0,0,"NorthHam_12"
13,"NorthHam",0,0,0,0,0,0,"NorthHam_13"
14,"NorthHam",0,0,0,0,0,0,"NorthHam_14"
15,"NorthHam",0,0,0,0,0,1,"NorthHam_15"
16,"NorthHam",0,0,0,0,0,0,"NorthHam_16"
17,"NorthHam",0,0,0,0,0,0,"NorthHam_17"
18,"NorthHam",0,0,0,0,0,0,"NorthHam_18"
19,"NorthHam",0,0,0,0,0,0,"NorthHam_19"
20,"NorthHam",0,0,0,0,0,1,"NorthHam_20"
21,"NorthHam",0,0,0,0,0,0,"NorthHam_21"
22,"NorthHam",0,0,0,0,0,0,"NorthHam_22"
23,"NorthHam",0,0,0,0,0,0,"NorthHam_23"
24,"NorthHam",0,0,0,0,0,0,"NorthHam_24"
25,"NorthHam",0,0,0,0,0,0,"NorthHam_25"
26,"NorthHam",0,0,0,0,0,0,"NorthHam_26"
27,"NorthHam",0,0,0,0,0,1,"NorthHam_27"
28,"NorthHam",0,0,0,0,0,0,"NorthHam_28"
29,"NorthHam",0,0,0,0,0,0,"NorthHam_29"
